concurrent_users,requests_per_second,total_requests,successful_requests,cpu_percent,memory_percent,replicas,error_rate_percent,response_time_avg,response_time_max,response_time_p95,response_time_p99,complexity_avg,complexity_max,throughput_per_replica,run_number,scenario_name,timestamp,test_duration,efficiency_score
5,67.5,172,172,0.8,20.7,1,0.0,0.0736,0.083,0.0805,0.0817,50.6,80,67.45,1,micro_load,1754394205,2.5,67.45
8,109.5,232,232,1.0,20.6,1,0.0,0.0716,0.0848,0.0814,0.0828,48.6,80,109.53,2,micro_load,1754394209,2.1,109.53
7,97.1,206,206,1.0,20.6,1,0.0,0.0711,0.0851,0.0806,0.084,49.3,80,97.11,3,micro_load,1754394213,2.1,97.11
5,66.3,202,202,1.2,20.6,1,0.0,0.0747,0.0849,0.0816,0.0835,50.1,80,66.34,4,micro_load,1754394218,3.0,66.34
7,95.0,116,116,1.9,20.7,1,0.0,0.0712,0.0845,0.0821,0.0831,51.5,80,95.01,5,micro_load,1754394221,1.2,95.01
9,122.3,180,180,1.9,20.7,1,0.0,0.0713,0.0882,0.0821,0.0851,50.7,80,122.27,6,micro_load,1754394225,1.5,122.27
5,70.2,188,188,2.0,20.6,1,0.0,0.0702,0.0834,0.0814,0.0832,50.8,80,70.22,7,micro_load,1754394230,2.7,70.22
8,114.0,168,168,1.8,20.6,1,0.0,0.069,0.0853,0.0813,0.0837,51.3,79,113.97,8,micro_load,1754394233,1.5,113.97
6,83.1,228,228,1.9,20.6,1,0.0,0.0714,0.0832,0.0804,0.0828,53.0,80,83.09,9,micro_load,1754394238,2.7,83.09
7,97.9,112,112,2.3,20.6,1,0.0,0.0689,0.0834,0.0823,0.0832,48.4,80,97.86,10,micro_load,1754394241,1.1,97.86
8,107.8,272,272,2.8,20.7,1,0.0,0.0733,0.0831,0.0816,0.0822,99.8,150,107.83,1,light_steady,1754394251,2.5,107.83
14,193.1,332,332,2.6,20.7,1,0.0,0.0704,0.0873,0.0825,0.0838,98.0,150,193.14,2,light_steady,1754394255,1.7,193.14
12,169.2,306,306,2.3,20.7,1,0.0,0.0692,0.087,0.0821,0.0838,100.7,150,169.24,3,light_steady,1754394259,1.8,169.24
9,122.4,302,302,2.4,20.7,1,0.0,0.0723,0.085,0.0823,0.0841,101.7,150,122.42,4,light_steady,1754394263,2.5,122.42
13,172.8,216,216,2.3,20.7,1,0.0,0.0724,0.0859,0.082,0.0846,101.0,150,172.84,5,light_steady,1754394266,1.2,172.84
13,178.7,232,232,2.6,20.7,1,0.0,0.0701,0.0859,0.0834,0.0848,99.4,150,178.7,6,light_steady,1754394270,1.3,178.7
9,125.6,288,288,2.2,20.7,1,0.0,0.0707,0.0843,0.0823,0.0837,100.4,149,125.56,7,light_steady,1754394274,2.3,125.56
15,209.2,268,268,2.4,20.7,1,0.0,0.0698,0.0877,0.0835,0.086,98.6,150,209.17,8,light_steady,1754394278,1.3,209.17
11,148.6,328,328,3.0,20.7,1,0.0,0.0726,0.0906,0.0826,0.0866,102.8,150,148.6,9,light_steady,1754394282,2.2,148.6
12,165.3,212,212,2.6,20.7,1,0.0,0.0711,0.0873,0.0811,0.0832,98.4,150,165.31,10,light_steady,1754394285,1.3,165.31
12,170.0,446,446,3.5,20.7,1,0.0,0.0698,0.0849,0.0819,0.0843,138.9,200,170.0,1,moderate_consistent,1754394295,2.6,170.0
18,254.3,566,566,3.8,20.7,1,0.0,0.0696,0.0898,0.0829,0.0869,137.9,200,254.28,2,moderate_consistent,1754394299,2.2,254.28
16,225.0,512,512,4.0,20.7,1,0.0,0.0697,0.0863,0.082,0.0842,141.4,200,225.03,3,moderate_consistent,1754394304,2.3,225.03
13,187.6,504,504,3.8,20.7,1,0.0,0.0685,0.086,0.0819,0.0837,139.2,200,187.58,4,moderate_consistent,1754394308,2.7,187.58
17,237.2,332,332,4.3,20.7,1,0.0,0.0697,0.0861,0.0825,0.084,141.9,200,237.22,5,moderate_consistent,1754394312,1.4,237.22
20,279.6,460,460,3.7,20.7,1,0.0,0.0689,0.0868,0.0827,0.0843,141.2,200,279.59,6,moderate_consistent,1754394315,1.6,279.59
13,183.3,476,476,4.5,20.7,1,0.0,0.07,0.085,0.082,0.0844,139.1,200,183.25,7,moderate_consistent,1754394320,2.6,183.25
19,271.5,436,436,4.4,20.7,1,0.0,0.0679,0.0868,0.0825,0.0856,138.9,200,271.47,8,moderate_consistent,1754394324,1.6,271.47
15,213.6,556,556,4.4,20.7,1,0.0,0.0694,0.0858,0.0829,0.0846,142.6,200,213.64,9,moderate_consistent,1754394328,2.6,213.64
16,215.8,326,326,5.6,20.7,1,0.0,0.0712,0.0987,0.0839,0.0967,137.3,200,215.83,10,moderate_consistent,1754394332,1.5,215.83
18,256.2,646,646,6.4,20.7,1,0.0,0.0692,0.0859,0.0825,0.0847,184.1,250,256.2,1,business_hours,1754394342,2.5,256.2
24,340.5,766,766,6.9,20.7,1,0.0,0.0689,0.0968,0.0845,0.0911,182.9,250,340.53,2,business_hours,1754394346,2.2,340.53
22,306.9,712,712,6.3,20.7,1,0.0,0.0699,0.0927,0.0839,0.0875,184.7,250,306.88,3,business_hours,1754394350,2.3,306.88
19,268.6,704,704,6.2,20.7,1,0.0,0.0696,0.0888,0.0841,0.0873,186.0,250,268.63,4,business_hours,1754394355,2.6,268.63
23,328.0,532,532,5.0,20.7,1,0.0,0.0681,0.0943,0.0847,0.0896,186.0,250,327.95,5,business_hours,1754394359,1.6,327.95
23,323.5,566,566,6.2,20.7,1,0.0,0.069,0.0905,0.0839,0.0869,185.1,250,323.49,6,business_hours,1754394363,1.7,323.49
19,266.5,676,676,5.8,20.7,1,0.0,0.07,0.0953,0.0835,0.0885,184.1,250,266.52,7,business_hours,1754394367,2.5,266.52
25,348.3,636,636,7.9,20.7,1,0.0,0.0699,0.1069,0.0857,0.0932,186.7,250,348.28,8,business_hours,1754394371,1.8,348.28
21,292.4,756,756,6.1,20.7,1,0.0,0.0708,0.1014,0.0854,0.0887,186.0,250,292.45,9,business_hours,1754394376,2.6,292.45
22,311.0,526,526,9.2,20.7,1,0.0,0.0691,0.0952,0.0852,0.0904,184.0,250,311.01,10,business_hours,1754394379,1.7,311.01
25,344.8,846,846,8.9,20.7,1,0.0,0.0706,0.096,0.0855,0.0911,223.2,300,344.83,1,peak_usage,1754394389,2.5,344.83
31,436.1,966,966,10.1,20.7,1,0.0,0.0698,0.0934,0.0867,0.0908,222.3,300,436.11,2,peak_usage,1754394393,2.2,436.11
29,435.1,912,912,10.1,20.7,1,0.0,0.0654,0.0918,0.0829,0.0873,224.6,300,435.06,3,peak_usage,1754394397,2.1,435.06
26,367.3,904,904,9.3,20.7,1,0.0,0.0695,0.1031,0.0854,0.0897,223.7,300,367.34,4,peak_usage,1754394402,2.5,367.34
30,414.5,732,732,7.3,20.7,1,0.0,0.0696,0.0971,0.0858,0.0911,227.4,300,414.49,5,peak_usage,1754394406,1.8,414.49
33,261.2,860,276,12.1,20.8,1,67.91,0.0711,0.0945,0.0874,0.0914,224.3,300,261.15,6,peak_usage,1754394409,1.1,83.81
32,107.4,836,87,12.1,20.8,1,89.59,0.0823,0.1208,0.1178,0.1208,227.5,299,107.45,8,peak_usage,1754394413,0.8,11.18
28,262.2,956,359,12.1,20.8,1,62.45,0.0695,0.0966,0.0867,0.0936,227.2,300,262.21,9,peak_usage,1754394416,1.4,98.47
29,373.5,726,566,11.6,20.7,1,22.04,0.0713,0.1004,0.0883,0.0937,224.7,300,373.49,10,peak_usage,1754394420,1.5,291.18
41,410.1,1492,1036,11.2,20.7,1,30.56,0.083,0.1307,0.1113,0.122,297.6,400,410.09,1,flash_traffic,1754394429,2.5,284.75
53,204.2,1732,345,12.3,20.7,1,80.08,0.0962,1.0748,0.119,0.1656,296.8,398,204.18,2,flash_traffic,1754394433,1.7,40.67
48,255.8,1626,462,12.3,20.7,1,71.59,0.0925,0.1437,0.1257,0.1367,302.1,400,255.82,3,flash_traffic,1754394437,1.8,72.69
42,252.0,1608,476,12.3,20.8,1,70.4,0.0877,0.1419,0.1302,0.1399,299.3,400,252.01,4,flash_traffic,1754394441,1.9,74.6
51,293.5,1264,436,11.3,20.8,1,65.51,0.1002,0.194,0.1556,0.1799,302.7,400,293.46,5,flash_traffic,1754394444,1.5,101.22
57,275.9,1522,482,7.4,20.8,1,68.33,0.1102,1.0838,0.1863,0.2138,302.8,400,275.91,6,flash_traffic,1754394448,1.7,87.38
42,225.5,1552,362,10.1,20.8,1,76.68,0.0835,0.1388,0.123,0.1378,302.7,398,225.48,7,flash_traffic,1754394452,1.6,52.59
55,32.2,1472,38,10.1,20.8,1,97.42,0.0786,0.0981,0.0941,0.0981,296.3,396,32.2,8,flash_traffic,1754394455,1.2,0.83
48,153.9,1254,177,10.4,20.8,1,85.89,0.1009,0.1499,0.1449,0.1489,300.3,400,153.91,10,flash_traffic,1754394460,1.2,21.72
20,280.0,1892,1892,9.5,20.8,1,0.0,0.0707,0.1014,0.0847,0.0912,175.5,250,280.03,1,sustained_burst,1754394473,6.8,280.03
26,317.8,2132,1338,9.3,20.8,1,37.24,0.0705,1.0717,0.0853,0.0971,173.4,250,317.76,2,sustained_burst,1754394480,4.2,199.42
24,207.7,2026,620,9.1,20.8,1,69.4,0.0729,0.1067,0.0935,0.1026,174.8,250,207.69,3,sustained_burst,1754394485,3.0,63.56
21,265.5,2008,1281,8.7,20.8,1,36.21,0.0702,1.0614,0.0864,0.0988,173.5,250,265.5,4,sustained_burst,1754394492,4.8,169.38
25,267.2,1664,756,9.4,20.8,1,54.57,0.0698,0.1101,0.0869,0.0927,177.4,250,267.17,5,sustained_burst,1754394497,2.8,121.38
28,212.3,1922,526,9.3,20.7,1,72.63,0.0734,1.067,0.089,0.1013,173.7,250,212.28,6,sustained_burst,1754394501,2.5,58.09
27,54.4,1872,92,8.5,20.7,1,95.09,0.0858,0.1256,0.1206,0.1256,177.5,248,54.41,8,sustained_burst,1754394506,1.7,2.67
23,271.8,2114,1735,8.4,20.7,1,17.93,0.0725,1.0674,0.0879,0.1037,174.3,250,271.75,9,sustained_burst,1754394515,6.4,223.03
24,335.7,1654,1654,10.9,20.7,1,0.0,0.071,1.0721,0.0868,0.1125,174.6,250,335.66,10,sustained_burst,1754394522,4.9,335.66
36,382.7,1292,1241,9.3,20.7,1,3.95,0.0928,0.1635,0.1223,0.1447,397.2,500,382.68,1,cpu_spike,1754394532,3.2,367.57
48,201.7,1532,363,10.1,20.7,1,76.31,0.1223,0.2478,0.2428,0.2468,398.6,499,201.73,2,cpu_spike,1754394536,1.8,47.8
43,274.8,1426,560,11.3,20.9,1,60.73,0.1065,0.1822,0.1707,0.1781,402.8,500,274.75,3,cpu_spike,1754394540,2.0,107.9
37,51.9,1352,61,10.2,20.9,1,95.49,0.1093,0.1633,0.1593,0.1633,390.9,488,51.87,7,cpu_spike,1754394546,1.2,2.34
50,367.5,1272,933,12.7,21.0,1,26.65,0.1223,0.2412,0.1987,0.2098,401.7,500,367.51,8,cpu_spike,1754394551,2.5,269.56
42,191.3,1514,334,11.8,21.0,1,77.94,0.1085,0.1975,0.1583,0.1707,404.7,500,191.29,9,cpu_spike,1754394555,1.7,42.2
43,277.4,1054,466,9.7,21.0,1,55.79,0.11,0.1945,0.17,0.1924,399.2,500,277.41,10,cpu_spike,1754394559,1.7,122.65
15,206.0,1092,1092,12.4,20.9,1,0.0,0.0724,1.0722,0.0829,0.0867,61.7,100,205.96,1,io_heavy,1754394571,5.3,205.96
21,260.4,1332,755,13.3,20.9,1,43.32,0.0688,0.1685,0.0829,0.0854,61.3,100,260.45,2,io_heavy,1754394576,2.9,147.63
19,109.0,1226,166,12.5,20.8,1,86.46,0.071,0.0911,0.0871,0.091,58.6,100,108.98,3,io_heavy,1754394580,1.5,14.76
22,23.2,1072,22,12.5,20.8,1,97.95,0.0942,0.1085,0.1065,0.1085,66.9,98,23.2,8,io_heavy,1754394586,0.9,0.48
18,255.7,1314,1314,7.9,20.8,1,0.0,0.07,1.064,0.083,0.0911,63.0,100,255.7,9,io_heavy,1754394593,5.1,255.7
19,266.2,854,854,6.0,20.8,1,0.0,0.0706,0.1113,0.0843,0.1014,62.1,100,266.24,10,io_heavy,1754394599,3.2,266.24
51,477.0,2292,2292,7.0,20.8,1,0.0,0.0863,1.0732,0.1132,0.1291,249.3,350,477.01,1,concurrency_test,1754394611,4.8,477.01
63,437.3,2532,1350,6.8,20.8,1,46.68,0.1035,0.219,0.1554,0.1916,247.0,350,437.29,2,concurrency_test,1754394616,3.1,233.15
58,228.1,2426,549,6.8,20.8,1,77.37,0.1065,0.2214,0.1905,0.2194,246.3,350,228.09,3,concurrency_test,1754394620,2.4,51.62
78,17.1,2078,28,6.2,20.8,1,98.65,0.1239,0.1437,0.1417,0.1437,234.1,350,17.09,4,concurrency_test,1754394624,1.6,0.23
61,38.6,2064,65,5.0,20.8,1,96.85,0.0971,0.1606,0.1566,0.1606,258.0,349,38.61,5,concurrency_test,1754394628,1.7,1.22
67,475.5,2322,1367,10.8,20.9,1,41.13,0.1092,1.0864,0.1667,0.2108,249.3,350,475.48,6,concurrency_test,1754394633,2.9,279.92
52,188.2,2352,410,12.2,20.9,1,82.57,0.0841,0.1291,0.1125,0.122,250.0,350,188.16,7,concurrency_test,1754394637,2.2,32.8
65,449.6,2876,1658,12.0,20.9,1,42.35,0.1078,1.1019,0.1614,0.192,251.6,350,449.56,8,concurrency_test,1754394643,3.7,259.17
58,93.8,2054,281,13.1,21.0,1,86.32,0.104,1.0723,0.1354,0.1576,249.5,349,93.81,10,concurrency_test,1754394650,3.0,12.83
11,148.6,984,984,13.3,20.9,1,0.0,0.073,1.0733,0.1253,0.1614,171.2,300,148.58,1,morning_ramp,1754394664,6.6,148.58
23,355.6,1464,1464,9.8,20.7,1,0.0,0.064,0.1066,0.0826,0.0867,171.3,300,355.56,2,morning_ramp,1754394670,4.1,355.56
18,243.7,1254,762,9.8,20.7,1,39.23,0.0631,0.0919,0.0817,0.0858,179.9,300,243.69,3,morning_ramp,1754394676,3.1,148.08
38,273.3,556,460,10.4,20.7,1,17.27,0.0812,1.227,0.2112,0.2299,172.4,300,273.28,4,morning_ramp,1754394679,1.7,226.09
21,27.8,528,17,10.4,20.7,1,96.78,0.1982,0.208,0.208,0.208,163.4,285,27.79,5,morning_ramp,1754394682,0.6,0.89
27,22.6,1046,41,9.4,20.7,1,96.08,0.2881,1.2385,0.2857,1.2385,184.8,296,22.62,6,morning_ramp,1754394686,1.8,0.89
12,59.9,1104,1104,6.2,20.7,1,0.0,0.1986,1.1574,0.2878,0.3038,174.0,300,59.92,7,morning_ramp,1754394707,18.4,59.92
25,105.4,944,944,6.3,20.7,1,0.0,0.2269,1.2287,0.2775,0.2959,176.8,300,105.38,8,morning_ramp,1754394718,9.0,105.38
17,90.1,1428,1428,5.1,20.8,1,0.0,0.1824,2.1351,0.2462,0.4649,175.1,300,90.15,9,morning_ramp,1754394736,15.8,90.15
18,119.0,510,510,4.5,20.8,1,0.0,0.1486,1.136,0.1727,0.1791,173.7,299,118.95,10,morning_ramp,1754394743,4.3,118.95
16,63.6,892,892,4.7,20.7,1,0.0,0.2498,2.3325,0.3001,1.2411,149.1,200,63.57,1,evening_decline,1754394764,14.0,63.57
28,109.8,1132,1132,3.8,20.7,1,0.0,0.2526,1.29,0.2946,0.7069,149.0,200,109.77,2,evening_decline,1754394776,10.3,109.77
23,135.3,1026,1026,3.4,20.7,1,0.0,0.1687,1.2772,0.2926,0.6924,150.5,200,135.31,3,evening_decline,1754394786,7.6,135.31
17,79.6,1008,1008,4.7,20.8,1,0.0,0.2119,1.256,0.2885,0.295,149.9,200,79.57,4,evening_decline,1754394801,12.7,79.57
26,95.0,664,664,5.3,20.8,1,0.0,0.269,0.3168,0.3018,0.3119,151.0,200,94.99,5,evening_decline,1754394810,7.0,94.99
25,92.7,734,734,5.0,20.8,1,0.0,0.2642,0.3161,0.2955,0.3008,150.0,200,92.68,6,evening_decline,1754394820,7.9,92.68
17,62.5,952,952,4.2,20.8,1,0.0,0.2683,0.3163,0.2975,0.3122,150.1,200,62.46,7,evening_decline,1754394838,15.2,62.46
30,108.1,872,872,2.9,20.8,1,0.0,0.2701,0.7335,0.2971,0.3062,150.6,200,108.14,8,evening_decline,1754394848,8.1,108.14
22,81.7,1114,1114,4.2,20.7,1,0.0,0.2674,0.6947,0.3015,0.3144,150.3,200,81.7,9,evening_decline,1754394864,13.6,81.7
23,84.2,654,654,3.6,20.7,1,0.0,0.2684,0.7101,0.3005,0.315,149.6,200,84.21,10,evening_decline,1754394874,7.8,84.21
21,103.9,1384,1384,4.3,20.8,1,0.0,0.2015,1.1741,0.2787,0.2961,271.8,400,103.94,1,lunch_spike,1754394895,13.3,103.94
33,472.1,1864,1864,5.1,20.7,1,0.0,0.0688,0.099,0.0861,0.0919,272.3,400,472.13,2,lunch_spike,1754394901,3.9,472.13
28,397.8,1654,1654,4.5,20.7,1,0.0,0.0695,0.0998,0.0864,0.0907,276.7,400,397.81,3,lunch_spike,1754394907,4.2,397.81
48,539.8,956,956,9.6,20.8,1,0.0,0.086,0.1295,0.1131,0.1212,276.2,400,539.77,4,lunch_spike,1754394911,1.8,539.77
31,443.8,928,928,11.1,20.8,1,0.0,0.0681,0.0919,0.0853,0.0899,278.1,400,443.83,5,lunch_spike,1754394915,2.1,443.83
37,510.7,1446,1446,13.2,20.8,1,0.0,0.0712,0.1149,0.0925,0.1007,275.9,400,510.71,6,lunch_spike,1754394920,2.8,510.71
22,311.9,1504,1504,11.9,20.8,1,0.0,0.0699,0.1018,0.0848,0.089,275.7,400,311.89,7,lunch_spike,1754394927,4.8,311.89
35,498.2,1344,1344,20.2,20.8,1,0.0,0.0691,0.103,0.0865,0.093,276.1,400,498.23,8,lunch_spike,1754394931,2.7,498.23
27,259.6,1828,748,20.2,20.8,1,59.08,0.0711,0.1315,0.0908,0.1043,278.4,400,259.56,9,lunch_spike,1754394936,2.9,106.21
28,221.2,910,274,20.2,20.8,1,69.89,0.0702,0.0992,0.0899,0.0988,270.7,398,221.17,10,lunch_spike,1754394940,1.2,66.6
26,240.1,1292,473,20.6,20.7,1,63.39,0.071,0.1177,0.0914,0.1086,199.4,250,240.05,1,afternoon_drop,1754394949,2.0,87.88
38,151.4,1532,238,20.6,20.7,1,84.46,0.0757,0.1361,0.1157,0.133,199.6,250,151.43,2,afternoon_drop,1754394952,1.6,23.52
33,159.7,1426,259,19.8,20.7,1,81.84,0.0754,0.1228,0.1042,0.1198,200.2,250,159.66,3,afternoon_drop,1754394956,1.6,29.0
27,51.1,1408,69,17.7,20.8,1,95.1,0.0727,0.0945,0.0898,0.0945,203.2,250,51.07,4,afternoon_drop,1754394960,1.4,2.5
36,222.3,1064,270,16.2,20.8,1,74.62,0.07,0.0984,0.0859,0.0944,203.2,250,222.33,5,afternoon_drop,1754394963,1.2,56.42
42,281.7,1322,445,11.8,20.8,1,66.34,0.0794,0.1647,0.1445,0.1617,198.5,250,281.72,6,afternoon_drop,1754394966,1.6,94.83
27,108.5,1352,158,12.5,20.8,1,88.31,0.0707,0.0993,0.0881,0.0952,203.9,249,108.52,7,afternoon_drop,1754394970,1.5,12.68
40,179.6,1272,241,11.4,20.8,1,81.05,0.0823,1.0961,0.1285,0.153,199.2,250,179.61,8,afternoon_drop,1754394973,1.3,34.03
32,198.2,1514,355,11.0,20.8,1,76.55,0.075,0.1162,0.1054,0.1145,202.0,250,198.17,9,afternoon_drop,1754394977,1.8,46.47
33,200.8,1054,246,9.8,20.7,1,76.66,0.0746,0.1248,0.1168,0.1238,197.9,250,200.85,10,afternoon_drop,1754394981,1.2,46.88
27,241.2,1584,598,5.7,20.8,1,62.25,0.0735,1.0787,0.09,0.1163,270.3,450,241.15,1,volatile_traffic,1754394990,2.5,91.04
51,176.1,2064,358,5.7,20.8,1,82.66,0.0909,0.1892,0.128,0.1337,267.5,450,176.14,2,volatile_traffic,1754394994,2.0,30.55
60,56.0,1646,88,6.0,20.7,1,94.65,0.123,0.1922,0.1771,0.1922,282.2,450,55.97,6,volatile_traffic,1754395002,1.6,2.99
29,199.3,1704,436,5.5,20.7,1,74.41,0.076,0.1512,0.1076,0.1371,271.6,450,199.35,7,volatile_traffic,1754395006,2.2,51.01
56,190.7,1544,316,5.9,20.8,1,79.53,0.1066,0.1995,0.1894,0.198,273.1,450,190.74,8,volatile_traffic,1754395010,1.7,39.04
40,230.3,2028,539,4.9,20.8,1,73.42,0.079,0.2075,0.1098,0.1167,275.2,449,230.31,9,volatile_traffic,1754395015,2.3,61.21
42,352.5,1110,644,5.2,20.8,1,41.98,0.0823,1.074,0.1147,0.126,269.3,449,352.49,10,volatile_traffic,1754395018,1.8,204.51
62,412.3,2984,2984,8.7,21.0,1,0.0,0.1484,0.3375,0.2049,0.2645,399.7,500,412.27,1,stress_test,1754395033,7.2,412.27
86,412.0,3464,3464,9.8,21.0,1,0.0,0.2059,0.3804,0.2715,0.2868,399.2,500,411.98,2,stress_test,1754395043,8.4,411.98
